"D_Gemeente";"D_Postnummer";"D_GemeenteNaam";"D_LandCode"
"1914";"3300";"Oplinter";"BEL"
"1915";"3680";"Opoeteren";"BEL"
"1916";"6852";"Opont";"BEL"
"1917";"1315";"Opprebais";"BEL"
"1918";"2890";"Oppuurs";"BEL"
"1919";"3360";"Opvelp";"BEL"
"1920";"1745";"Opwijk";"BEL"
"1921";"1360";"Orbais";"BEL"
"1922";"5550";"Orchimont";"BEL"
"1923";"7501";"Orcq";"BEL"
"1924";"3800";"Ordingen";"BEL"
"1925";"5640";"Oret";"BEL"
"1926";"4360";"Oreye";"BEL"
"1927";"1031";"Organisations Sociales Chr?tiennes";"BEL"
"1928";"6880";"Orgeo";"BEL"
"1929";"7802";"Ormeignies";"BEL"
"1930";"1350";"Orp-Jauche";"BEL"
"1931";"1350";"Orp-le-Grand";"BEL"
"1932";"7750";"Orroir";"BEL"
"1933";"3350";"Orsmaal-Gussenhoven";"BEL"
"1934";"6983";"Ortho";"BEL"
"1935";"7804";"Ostiches";"BEL"
"1936";"1110";"OTAN - NATO";"BEL"
"1937";"8553";"Otegem";"BEL"
"1938";"4210";"Oteppe";"BEL"
"1939";"4340";"Oth?e";"BEL"
"1940";"4360";"Otrange";"BEL"
"1941";"3040";"Ottenburg";"BEL"
"1942";"9420";"Ottergem";"BEL"
"1943";"1340";"Ottignies";"BEL"
"1944";"1340";"Ottignies-Louvain-la-Neuve";"BEL"
"1945";"9200";"Oudegem";"BEL"
"1946";"8600";"Oudekapelle";"BEL"
"1947";"9700";"Oudenaarde";"BEL"
"1948";"1600";"Oudenaken";"BEL"
"1949";"8460";"Oudenburg";"BEL"
"1950";"1160";"Oudergem";"BEL"
"1951";"3050";"Oud-Heverlee";"BEL"
"1952";"2360";"Oud-Turnhout";"BEL"
"1953";"4590";"Ouffet";"BEL"
"1954";"4102";"Ougr?e";"BEL"
"1955";"4680";"Oupeye";"BEL"
"1956";"9406";"Outer";"BEL"
"1957";"3321";"Outgaarden";"BEL"
"1958";"4577";"Outrelouxhe";"BEL"
"1959";"8582";"Outrijve";"BEL"
"1960";"9750";"Ouwegem";"BEL"
"1961";"9500";"Overboelare";"BEL"
"1962";"3350";"Overhespen";"BEL"
"1963";"3090";"Overijse";"BEL"
"1964";"9290";"Overmere";"BEL"
"1965";"3900";"Overpelt";"BEL"
"1966";"3700";"Overrepen (Kolmont)";"BEL"
"1967";"3400";"Overwinden";"BEL"
"1968";"3583";"Paal";"BEL"
"1969";"4452";"Paifve";"BEL"
"1970";"4560";"Pailhe";"BEL"
"1971";"6850";"Paliseul";"BEL"
"1972";"1760";"Pamel";"BEL"
"1973";"7861";"Papignies";"BEL"
"1974";"9661";"Parike";"BEL"
"1975";"1012";"Parlement de la Communaut? fran?aise";"BEL"
"1976";"1047";"Parlement Europ?en";"BEL"
"1977";"8980";"Passendale";"BEL"
"1978";"5575";"Patignies";"BEL"
"1979";"7340";"Paturages";"BEL"
"1980";"9630";"Paulatem";"BEL"
"1981";"7740";"Pecq";"BEL"
"1982";"3990";"Peer";"BEL"
"1983";"7120";"Peissant";"BEL"
"1984";"4287";"Pellaines";"BEL"
"1985";"3212";"Pellenberg";"BEL"
"1986";"1670";"Pepingen";"BEL"
"1987";"4860";"Pepinster";"BEL"
"1988";"1820";"Perk";"BEL"
"1989";"7640";"P?ronnes-lez-Antoing";"BEL"
"1990";"7134";"P?ronnes-lez-Binche";"BEL"
"1991";"7600";"P?ruwelz";"BEL"
"1992";"8600";"Pervijze";"BEL"
"1993";"1360";"Perwez";"BEL"
"1994";"5352";"Perwez-Haillot";"BEL"
"1995";"5660";"Pesche";"BEL"
"1996";"5590";"Pessoux";"BEL"
"1997";"9800";"Petegem-aan-de-Leie";"BEL"
"1998";"9790";"Petegem-aan-de-Schelde";"BEL"
"1999";"5660";"Petigny";"BEL"
"2000";"5660";"Petite-Chapelle";"BEL"
"2001";"7850";"Petit-Enghien";"BEL"
"2002";"5555";"Petit-Fays";"BEL"
"2003";"4280";"Petit-Hallet";"BEL"
"2004";"4800";"Petit-Rechain";"BEL"
"2005";"7090";"Petit-Roeulx-lez-Braine";"BEL"
"2006";"7181";"Petit-Roeulx-lez-Nivelles";"BEL"
"2007";"6692";"Petit-Thier";"BEL"
"2008";"1800";"Peutie";"BEL"
"2009";"5600";"Philippeville";"BEL"
"2010";"7160";"Pi?ton";"BEL"
"2011";"1370";"Pi?train";"BEL"
"2012";"1315";"Pi?trebais";"BEL"
"2013";"7904";"Pipaix";"BEL"
"2014";"3700";"Piringen (Haren)";"BEL"
"2015";"6240";"Pironchamps";"BEL"
"2016";"8740";"Pittem";"BEL"
"2017";"4122";"Plainevaux";"BEL"
"2018";"1380";"Plancenoit";"BEL"
"2019";"7782";"Ploegsteert";"BEL"
"2020";"4850";"Plombi?res";"BEL"
"2021";"2275";"Poederlee";"BEL"
"2022";"9880";"Poeke";"BEL"
"2023";"8920";"Poelkapelle";"BEL"
"2024";"9850";"Poesele";"BEL"
"2025";"9401";"Pollare";"BEL"
"2026";"4910";"Polleur";"BEL"
"2027";"8647";"Pollinkhove";"BEL"
"2028";"7322";"Pommeroeul";"BEL"
"2029";"5574";"Pondr?me";"BEL"
"2030";"6230";"Pont-?-Celles";"BEL"
"2031";"6250";"Pont-de-Loup";"BEL"
"2032";"5380";"Pontillas";"BEL"
"2033";"8970";"Poperinge";"BEL"
"2034";"2382";"Poppel";"BEL"
"2035";"7760";"Popuelles";"BEL"
"2036";"6929";"Porcheresse (Lux.)";"BEL"
"2037";"5370";"Porcheresse (Nam.)";"BEL"
"2038";"1100";"Postcheque";"BEL"
"2039";"7760";"Pottes";"BEL"
"2040";"4280";"Poucet";"BEL"
"2041";"4171";"Poulseur";"BEL"
"2042";"6830";"Poupehan";"BEL"
"2043";"4350";"Pousset";"BEL"
"2044";"5660";"Presgaux";"BEL"
"2045";"6250";"Presles";"BEL"
"2046";"5170";"Profondeville";"BEL"
"2047";"1414";"Promo-Control";"BEL"
"2048";"8972";"Proven";"BEL"
"2049";"5650";"Pry";"BEL"
"2050";"2242";"Pulderbos";"BEL"
"2051";"2243";"Pulle";"BEL"
"2052";"5530";"Purnode";"BEL"
"2053";"5550";"Pussemange";"BEL"
"2054";"2580";"Putte";"BEL"
"2055";"2870";"Puurs";"BEL"
"2056";"7390";"Quaregnon";"BEL"
"2057";"7540";"Quartes";"BEL"
"2058";"1430";"Quenast";"BEL"
"2059";"4610";"Queue-du-Bois";"BEL"
"2060";"7972";"Quevaucamps";"BEL"
"2061";"7040";"Qu?vy";"BEL"
"2062";"7040";"Qu?vy-le-Grand";"BEL"
"2063";"7040";"Qu?vy-le-Petit";"BEL"
"2064";"7380";"Qui?vrain";"BEL"
"2065";"1201";"R.T.L. - T.V.I.";"BEL"
"2066";"1006";"Raad Vlaamse Gemeenschapscommissie";"BEL"
"2067";"6792";"Rachecourt";"BEL"
"2068";"4287";"Racour";"BEL"
"2069";"4730";"Raeren";"BEL"
"2070";"6532";"Ragnies";"BEL"
"2071";"4987";"Rahier";"BEL"
"2072";"7971";"Ramegnies";"BEL"
"2073";"7520";"Ramegnies-Chin";"BEL"
"2074";"4557";"Ramelot";"BEL"
"2075";"1367";"Ramillies";"BEL"
"2076";"1880";"Ramsdonk";"BEL"
"2077";"2230";"Ramsel";"BEL"
"2078";"8301";"Ramskapelle (Knokke-Heist)";"BEL"
"2079";"8620";"Ramskapelle (Nieuwpoort)";"BEL"
"2080";"6470";"Rance";"BEL"
"2081";"6043";"Ransart";"BEL"
"2082";"3470";"Ransberg";"BEL"
"2083";"2520";"Ranst";"BEL"
"2084";"2380";"Ravels";"BEL"
"2085";"7804";"Rebaix";"BEL"
"2086";"1430";"Rebecq";"BEL"
"2087";"1430";"Rebecq-Rognon";"BEL"
"2088";"4780";"Recht";"BEL"
"2089";"6800";"Recogne";"BEL"
"2090";"6890";"Redu";"BEL"
"2091";"2840";"Reet";"BEL"
"2092";"3621";"Rekem";"BEL"
"2093";"8930";"Rekkem";"BEL"
"2094";"1731";"Relegem";"BEL"
"2095";"6800";"Remagne";"BEL"
"2096";"3791";"Remersdaal";"BEL"
"2097";"4350";"Remicourt";"BEL"
"2098";"9600";"Renaix";"BEL"
"2099";"6987";"Rendeux";"BEL"
"2100";"8647";"Reninge";"BEL"
"2101";"8970";"Reningelst";"BEL"
"2102";"6500";"Renlies";"BEL"
"2103";"3950";"Reppel";"BEL"
"2104";"7134";"Ressaix";"BEL"
"2105";"9551";"Ressegem";"BEL"
"2106";"6927";"Resteigne";"BEL"
"2107";"2470";"Retie";"BEL"
"2108";"4621";"Retinne";"BEL"
"2109";"4790";"Reuland";"BEL"
"2110";"6210";"R?ves";"BEL"
"2111";"5080";"Rhisnes";"BEL"
"2112";"1640";"Rhode-Saint-Genese";"BEL"
"2113";"4600";"Richelle";"BEL"
"2114";"3770";"Riemst";"BEL"
"2115";"5575";"Rienne";"BEL"
"2116";"6464";"Ri?zes";"BEL"
"2117";"3840";"Rijkel";"BEL"
"2118";"2310";"Rijkevorsel";"BEL"
"2119";"3740";"Rijkhoven";"BEL"
"2120";"1010";"Rijksadministratief Centrum";"BEL"
"2121";"2820";"Rijmenam";"BEL"
"2122";"3700";"Riksingen";"BEL"
"2123";"3202";"Rillaar";"BEL"
"2124";"5170";"Rivi?re";"BEL"
"2125";"1330";"Rixensart";"BEL"
"2126";"6460";"Robechies";"BEL"
"2127";"6769";"Robelmont";"BEL"
"2128";"4950";"Robertville";"BEL"
"2129";"9630";"Roborst";"BEL"
"2130";"5580";"Rochefort";"BEL"
"2131";"6830";"Rochehaut";"BEL"
"2132";"4761";"Rocherath";"BEL"
"2133";"4690";"Roclenge-sur-Geer";"BEL"
"2134";"4000";"Rocourt";"BEL"
"2135";"8972";"Roesbrugge-Haringe";"BEL"
"2136";"8800";"Roeselare";"BEL"
"2137";"5651";"Rogn?e";"BEL"
"2138";"7387";"Roisin";"BEL"
"2139";"8460";"Roksem";"BEL"
"2140";"8510";"Rollegem";"BEL"
"2141";"8880";"Rollegem-Kapelle";"BEL"
"2142";"4347";"Roloux";"BEL"
"2143";"5600";"Roly";"BEL"
"2144";"5600";"Romedenne";"BEL"
"2145";"5680";"Romer?e";"BEL"
"2146";"3730";"Romershoven";"BEL"
"2147";"4624";"Roms?e";"BEL"
"2148";"7623";"Rongy";"BEL"
"2149";"7090";"Ronqui?res";"BEL"
"2150";"9600";"Ronse";"BEL"
"2151";"9932";"Ronsele";"BEL"
"2152";"3370";"Roosbeek";"BEL"
"2153";"1760";"Roosdaal";"BEL"
"2154";"5620";"Ros?e";"BEL"
"2155";"6250";"Roselies";"BEL"
"2156";"1331";"Rosi?res";"BEL"
"2157";"3740";"Rosmeer";"BEL"
"2158";"4257";"Rosoux-Crenwick";"BEL"
"2159";"6730";"Rossignol";"BEL"
"2160";"3650";"Rotem";"BEL"
"2161";"4120";"Rotheux-Rimi?re";"BEL"
"2162";"3110";"Rotselaar";"BEL"
"2163";"7601";"Roucourt";"BEL"
"2164";"7120";"Rouveroy (Ht.)";"BEL"
"2165";"4140";"Rouvreux";"BEL"
"2166";"6767";"Rouvroy";"BEL"
"2167";"6044";"Roux";"BEL"
"2168";"1315";"Roux-Miroir";"BEL"
"2169";"6900";"Roy";"BEL"
"2170";"9630";"Rozebeke";"BEL"
"2171";"1044";"RTBF";"BEL"
"2172";"8020";"Ruddervoorde";"BEL"
"2173";"6760";"Ruette";"BEL"
"2174";"9690";"Ruien";"BEL"
"2175";"2870";"Ruisbroek (Antw.)";"BEL"
"2176";"1601";"Ruisbroek (Bt.)";"BEL"
"2177";"8755";"Ruiselede";"BEL"
"2178";"3870";"Rukkelingen-Loon";"BEL"
"2179";"6724";"Rulles";"BEL"
"2180";"8800";"Rumbeke";"BEL"
"2181";"7610";"Rumes";"BEL"
"2182";"7540";"Rumillies";"BEL"
"2183";"3454";"Rummen";"BEL"
"2184";"3400";"Rumsdorp";"BEL"
"2185";"2840";"Rumst";"BEL"
"2186";"3803";"Runkelen";"BEL"
"2187";"9150";"Rupelmonde";"BEL"
"2188";"7750";"Russeignies";"BEL"
"2189";"3700";"Rutten";"BEL"
"2190";"3798";"'s Gravenvoeren";"BEL"
"2191";"2970";"'s Gravenwezel";"BEL"
"2192";"3700";"'s Herenelderen";"BEL"
"2193";"7010";"S.H.A.P.E. Belgi?";"BEL"
"2194";"7010";"S.H.A.P.E. Belgique";"BEL"
"2195";"6221";"Saint-Amand";"BEL"
"2196";"4606";"Saint-Andr?";"BEL"
"2197";"5620";"Saint-Aubin";"BEL"
"2198";"7034";"Saint-Denis (Ht.)";"BEL"
"2199";"5081";"Saint-Denis-Bovesse";"BEL"
"2200";"6820";"Sainte-C?cile";"BEL"
"2201";"6800";"Sainte-Marie-Chevigny";"BEL"
"2202";"6740";"Sainte-Marie-sur-Semois";"BEL"
"2203";"6680";"Sainte-Ode";"BEL"
"2204";"1480";"Saintes";"BEL"
"2205";"4470";"Saint-Georges-sur-Meuse";"BEL"
"2206";"5640";"Saint-G?rard";"BEL"
"2207";"5310";"Saint-Germain";"BEL"
"2208";"1450";"Saint-G?ry";"BEL"
"2209";"7330";"Saint-Ghislain";"BEL"
"2210";"1060";"Saint-Gilles";"BEL"
"2211";"6870";"Saint-Hubert";"BEL"
"2212";"1370";"Saint-Jean-Geest";"BEL"
"2213";"1210";"Saint-Josse-ten-Noode";"BEL"
"2214";"7730";"Saint-L?ger (Ht.)";"BEL"
"2215";"6747";"Saint-L?ger (Lux.)";"BEL"
"2216";"5003";"Saint-Marc";"BEL"
"2217";"6762";"Saint-Mard";"BEL"
"2218";"5190";"Saint-Martin";"BEL"
"2219";"7500";"Saint-Maur";"BEL"
"2220";"6887";"Saint-M?dard";"BEL"
"2221";"4420";"Saint-Nicolas (Lg.)";"BEL"
"2222";"6800";"Saint-Pierre";"BEL"
"2223";"6460";"Saint-Remy (Ht.)";"BEL"
"2224";"4672";"Saint-Remy (Lg.)";"BEL"
"2225";"1370";"Saint-Remy-Geest";"BEL"
"2226";"7912";"Saint-Sauveur";"BEL"
"2227";"5002";"Saint-Servais";"BEL"
"2228";"4550";"Saint-S?verin";"BEL"
"2229";"7030";"Saint-Symphorien";"BEL"
"2230";"7100";"Saint-Vaast";"BEL"
"2231";"6730";"Saint-Vincent";"BEL"
"2232";"4780";"Saint-Vith";"BEL"
"2233";"4671";"Saive";"BEL"
"2234";"6460";"Salles";"BEL"
"2235";"5600";"Samart";"BEL"
"2236";"5060";"Sambreville";"BEL"
"2237";"6982";"Samr?e";"BEL"
"2238";"4780";"Sankt Vith";"BEL"
"2239";"7080";"Sars-la-Bruy?re";"BEL"
"2240";"6542";"Sars-la-Buissi?re";"BEL"
"2241";"5330";"Sart-Bernard";"BEL"
"2242";"5575";"Sart-Custinne";"BEL"
"2243";"1495";"Sart-Dames-Avelines";"BEL"
"2244";"5600";"Sart-en-Fagne";"BEL"
"2245";"5070";"Sart-Eustache";"BEL"
"2246";"4845";"Sart-lez-Spa";"BEL"
"2247";"5070";"Sart-Saint-Laurent";"BEL"
"2248";"6470";"Sautin";"BEL"
"2249";"5600";"Sautour";"BEL"
"2250";"5030";"Sauveni?re";"BEL"
"2251";"1030";"Schaarbeek";"BEL"
"2252";"1030";"Schaerbeek";"BEL"
"2253";"3290";"Schaffen";"BEL"
"2254";"3732";"Schalkhoven";"BEL"
"2255";"5364";"Schaltin";"BEL"
"2256";"9820";"Schelderode";"BEL"
"2257";"9860";"Scheldewindeke";"BEL"
"2258";"2627";"Schelle";"BEL"
"2259";"9260";"Schellebelle";"BEL"
"2260";"9506";"Schendelbeke";"BEL"
"2261";"1703";"Schepdaal";"BEL"
"2262";"3270";"Scherpenheuvel";"BEL"
"2263";"3270";"Scherpenheuvel-Zichem";"BEL"
"2264";"2970";"Schilde";"BEL"
"2265";"4782";"Schoenberg";"BEL"
"2266";"4782";"Sch?nberg";"BEL"
"2267";"9200";"Schoonaarde";"BEL"
"2268";"8433";"Schore";"BEL"
"2269";"9688";"Schorisse";"BEL"
"2270";"2900";"Schoten";"BEL"
"2271";"2223";"Schriek";"BEL"
"2272";"8700";"Schuiferskapelle";"BEL"
"2273";"3540";"Schulen";"BEL"
"2274";"5300";"Sclayn";"BEL"
"2275";"5361";"Scy";"BEL"
"2276";"5300";"Seilles";"BEL"
"2277";"6781";"S?lange";"BEL"
"2278";"6596";"Seloignes";"BEL"
"2279";"9890";"Semmerzake";"BEL"
"2280";"1009";"Senat de Belgique";"BEL"
"2281";"7180";"Seneffe";"BEL"
"2282";"6832";"Sensenruth";"BEL"
"2283";"4557";"Seny";"BEL"
"2284";"5630";"Senzeille";"BEL"
"2285";"6940";"Septon";"BEL"
"2286";"4100";"Seraing";"BEL"
"2287";"4537";"Seraing-le-Ch?teau";"BEL"
"2288";"5590";"Serinchamps";"BEL"
"2289";"9260";"Serskamp";"BEL"
"2290";"5521";"Serville";"BEL"
"2291";"6640";"Sibret";"BEL"
"2292";"6750";"Signeulx";"BEL"
"2293";"8340";"Sijsele";"BEL"
"2294";"5630";"Silenrieux";"BEL"
"2295";"7830";"Silly";"BEL"
"2296";"9112";"Sinaai-Waas";"BEL"
"2297";"5377";"Sinsin";"BEL"
"2298";"1082";"Sint-Agatha-Berchem";"BEL"
"2299";"3040";"Sint-Agatha-Rode";"BEL"
"2300";"2890";"Sint-Amands";"BEL"
"2301";"9040";"Sint-Amandsberg (Gent)";"BEL"
"2302";"8200";"Sint-Andries";"BEL"
"2303";"9550";"Sint-Antelinks";"BEL"
"2304";"8710";"Sint-Baafs-Vijve";"BEL"
"2305";"9630";"Sint-Blasius-Boekel";"BEL"
"2306";"8554";"Sint-Denijs";"BEL"
"2307";"9630";"Sint-Denijs-Boekel";"BEL"
"2308";"9051";"Sint-Denijs-Westrem";"BEL"
"2309";"8793";"Sint-Eloois-Vijve";"BEL"
"2310";"8880";"Sint-Eloois-Winkel";"BEL"
"2311";"1640";"Sint-Genesius-Rode";"BEL"
"2312";"1060";"Sint-Gillis";"BEL"
"2313";"9200";"Sint-Gillis-bij-Dendermonde";"BEL"
"2314";"9170";"Sint-Gillis-Waas";"BEL"
"2315";"9620";"Sint-Goriks-Oudenhove";"BEL"
"2316";"3730";"Sint-Huibrechts-Hern";"BEL"
"2317";"3910";"Sint-Huibrechts-Lille";"BEL"
"2318";"8600";"Sint-Jacobs-Kapelle";"BEL"
"2319";"8900";"Sint-Jan";"BEL"
"2320";"9982";"Sint-Jan-in-Eremo";"BEL"
"2321";"1080";"Sint-Jans-Molenbeek";"BEL"
"2322";"2960";"Sint-Job-in-'t-Goor";"BEL"
"2323";"1210";"Sint-Joost-ten-Node";"BEL"
"2324";"8730";"Sint-Joris (Beernem)";"BEL"
"2325";"8620";"Sint-Joris (Nieuwpoort)";"BEL"
"2326";"3051";"Sint-Joris-Weert";"BEL"
"2327";"3390";"Sint-Joris-Winge";"BEL"
"2328";"2860";"Sint-Katelijne-Waver";"BEL"
"2329";"1742";"Sint-Katherina-Lombeek";"BEL"
"2330";"9667";"Sint-Kornelis-Horebeke";"BEL"
"2331";"8310";"Sint-Kruis (Brugge)";"BEL"
"2332";"9042";"Sint-Kruis-Winkel";"BEL"
"2333";"1750";"Sint-Kwintens-Lennik";"BEL"
"2334";"3500";"Sint-Lambrechts-Herk";"BEL"
"2335";"1200";"Sint-Lambrechts-Woluwe";"BEL"
"2336";"9980";"Sint-Laureins";"BEL"
"2337";"1600";"Sint-Laureins-Berchem";"BEL"
"2338";"2960";"Sint-Lenaarts";"BEL"
"2339";"9550";"Sint-Lievens-Esse";"BEL"
"2340";"9520";"Sint-Lievens-Houtem";"BEL"
"2341";"9981";"Sint-Margriete";"BEL"
"2342";"3300";"Sint-Margriete-Houtem (Tienen)";"BEL"
"2343";"9667";"Sint-Maria-Horebeke";"BEL"
"2344";"9630";"Sint-Maria-Latem";"BEL"
"2345";"9570";"Sint-Maria-Lierde";"BEL"
"2346";"9620";"Sint-Maria-Oudenhove (Zottegem)";"BEL"
"2347";"1700";"Sint-Martens-Bodegem";"BEL"
"2348";"9830";"Sint-Martens-Latem";"BEL"
"2349";"9800";"Sint-Martens-Leerne";"BEL"
"2350";"1750";"Sint-Martens-Lennik";"BEL"
"2351";"9572";"Sint-Martens-Lierde";"BEL"
"2352";"3790";"Sint-Martens-Voeren";"BEL"
"2353";"8200";"Sint-Michiels";"BEL"
"2354";"9100";"Sint-Niklaas";"BEL"
"2355";"9170";"Sint-Pauwels";"BEL"
"2356";"1541";"Sint-Pieters-Kapelle (Bt.)";"BEL"
"2357";"8433";"Sint-Pieters-Kapelle (W.-Vl.)";"BEL"
"2358";"1600";"Sint-Pieters-Leeuw";"BEL"
"2359";"3220";"Sint-Pieters-Rode";"BEL"
"2360";"3792";"Sint-Pieters-Voeren";"BEL"
"2361";"1150";"Sint-Pieters-Woluwe";"BEL"
"2362";"8690";"Sint-Rijkers";"BEL"
"2363";"1932";"Sint-Stevens-Woluwe";"BEL"
"2364";"3800";"Sint-Truiden";"BEL"
"2365";"1700";"Sint-Ulriks-Kapelle";"BEL"
"2366";"4851";"Sippenaeken";"BEL"
"2367";"7332";"Sirault";"BEL"
"2368";"6470";"Sivry";"BEL"
"2369";"6470";"Sivry-Rance";"BEL"
"2370";"9940";"Sleidinge";"BEL"
"2371";"8433";"Slijpe";"BEL"
"2372";"4450";"Slins";"BEL"
"2373";"3700";"Sluizen";"BEL"
"2374";"9506";"Smeerebbe-Vloerzegem";"BEL"
"2375";"9340";"Smetlede";"BEL"
"2376";"6890";"Smuid";"BEL"
"2377";"8470";"Snaaskerke";"BEL"
"2378";"8490";"Snellegem";"BEL"
"2379";"1105";"SOC";"BEL"
"2380";"4557";"Soheit-Tinlot";"BEL"
"2381";"6920";"Sohier";"BEL"
"2382";"7060";"Soignies";"BEL"
"2383";"4861";"Soiron";"BEL"
"2384";"6500";"Solre-Saint-G?ry";"BEL"
"2385";"6560";"Solre-sur-Sambre";"BEL"
"2386";"5140";"Sombreffe";"BEL"
"2387";"5377";"Somme-Leuze";"BEL"
"2388";"6769";"Sommethonne";"BEL"
"2389";"5523";"Sommi?re";"BEL"
"2390";"5651";"Somz?e";"BEL"
"2391";"5340";"Sor?e";"BEL"
"2392";"5333";"Sorinne-la-Longue";"BEL"
"2393";"5503";"Sorinnes";"BEL"
"2394";"5537";"Sosoye";"BEL"
"2395";"4920";"Sougn?-Remouchamps";"BEL"
"2396";"5680";"Soulme";"BEL"
"2397";"4630";"Soumagne";"BEL"
"2398";"5630";"Soumoy";"BEL"
"2399";"4950";"Sourbrodt";"BEL"
"2400";"6182";"Souvret";"BEL"
"2401";"5590";"Sovet";"BEL"
"2402";"6997";"Soy";"BEL"
"2403";"5150";"Soye (Nam.)";"BEL"
"2404";"4900";"Spa";"BEL"
"2405";"3510";"Spalbeek";"BEL"
"2406";"8433";"Spermalie";"BEL"
"2407";"1212";"SPF Mobilit?";"BEL"
"2408";"7032";"Spiennes";"BEL"
"2409";"8587";"Spiere";"BEL"
"2410";"8587";"Spiere-Helkijn";"BEL"
"2411";"5530";"Spontin";"BEL"
"2412";"3740";"Spouwen";"BEL"
"2413";"4140";"Sprimont";"BEL"
"2414";"5190";"Spy";"BEL"
"2415";"2940";"Stabroek";"BEL"
"2416";"8840";"Staden";"BEL"
"2417";"8490";"Stalhille";"BEL"
"2418";"7973";"Stambruges";"BEL"
"2419";"5646";"Stave";"BEL"
"2420";"8691";"Stavele";"BEL"
"2421";"4970";"Stavelot";"BEL"
"2422";"9140";"Steendorp";"BEL"
"2423";"1840";"Steenhuffel";"BEL"
"2424";"9550";"Steenhuize-Wijnhuize";"BEL"
"2425";"8630";"Steenkerke (W.-Vl.)";"BEL"
"2426";"7090";"Steenkerque (Ht.)";"BEL"
"2427";"1820";"Steenokkerzeel";"BEL"
"2428";"9190";"Stekene";"BEL"
"2429";"4801";"Stembert";"BEL"
"2430";"8400";"Stene";"BEL"
"2431";"1933";"Sterrebeek";"BEL"
"2432";"3512";"Stevoort";"BEL"
"2433";"3650";"Stokkem";"BEL"
"2434";"3511";"Stokrooie";"BEL"
"2435";"4987";"Stoumont";"BEL"
"2436";"6887";"Straimont";"BEL"
"2437";"6511";"Str?e (Ht.)";"BEL"
"2438";"4577";"Str?e-lez-Huy";"BEL"
"2439";"7110";"Str?py-Bracquegnies";"BEL"
"2440";"9620";"Strijpen";"BEL"
"2441";"1760";"Strijtem";"BEL"
"2442";"1853";"Strombeek-Bever";"BEL"
"2443";"8600";"Stuivekenskerke";"BEL"
"2444";"5020";"Suarl?e";"BEL"
"2445";"5550";"Sugny";"BEL"
"2446";"5600";"Surice";"BEL"
"2447";"6812";"Suxy";"BEL"
"2448";"6661";"Tailles";"BEL"
"2449";"7618";"Taintignies";"BEL"
"2450";"5060";"Tamines";"BEL"
"2451";"5651";"Tarcienne";"BEL"
"2452";"4163";"Tavier";"BEL"
"2453";"5310";"Taviers (Nam.)";"BEL"
"2454";"6662";"Tavigny";"BEL"
"2455";"6927";"Tellin";"BEL"
"2456";"7520";"Templeuve";"BEL"
"2457";"5020";"Temploux";"BEL"
"2458";"9140";"Temse";"BEL"
"2459";"6970";"Tenneville";"BEL"
"2460";"1790";"Teralfene";"BEL"
"2461";"2840";"Terhagen";"BEL"
"2462";"6813";"Termes";"BEL"
"2463";"1740";"Ternat";"BEL"
"2464";"7333";"Tertre";"BEL"
"2465";"3080";"Tervuren";"BEL"
"2466";"4560";"Terwagne";"BEL"
"2467";"3980";"Tessenderlo";"BEL"
"2468";"3272";"Testelt";"BEL"
"2469";"3793";"Teuven";"BEL"
"2470";"4910";"Theux";"BEL"
"2471";"6717";"Thiaumont";"BEL"
"2472";"7070";"Thieu";"BEL"
"2473";"7901";"Thieulain";"BEL"
"2474";"7061";"Thieusies";"BEL"
"2475";"6230";"Thim?on";"BEL"
"2476";"4890";"Thimister";"BEL"
"2477";"4890";"Thimister-Clermont";"BEL"
"2478";"7533";"Thimougies";"BEL"
"2479";"1402";"Thines";"BEL"
"2480";"6500";"Thirimont";"BEL"
"2481";"4280";"Thisnes";"BEL"
"2482";"4791";"Thommen";"BEL"
"2483";"5300";"Thon";"BEL"
"2484";"1360";"Thorembais-les-B?guines";"BEL"
"2485";"1360";"Thorembais-Saint-Trond";"BEL"
"2486";"7830";"Thoricourt";"BEL"
"2487";"6536";"Thuillies";"BEL"
"2488";"6530";"Thuin";"BEL"
"2489";"7350";"Thulin";"BEL"
"2490";"7971";"Thumaide";"BEL"
"2491";"5621";"Thy-le-Bauduin";"BEL"
"2492";"5651";"Thy-le-Ch?teau";"BEL"
"2493";"5502";"Thynes";"BEL"
"2494";"4367";"Thys";"BEL"
"2495";"8573";"Tiegem";"BEL"
"2496";"2460";"Tielen";"BEL"
"2497";"9140";"Tielrode";"BEL"
"2498";"8700";"Tielt";"BEL"
"2499";"3390";"Tielt (Bt.)";"BEL"
"2500";"3390";"Tielt-Winge";"BEL"
"2501";"3300";"Tienen";"BEL"
"2502";"4630";"Tign?e";"BEL"
"2503";"4500";"Tihange";"BEL"
"2504";"3150";"Tildonk";"BEL"
"2505";"4130";"Tilff";"BEL"
"2506";"6680";"Tillet";"BEL"
"2507";"4420";"Tilleur";"BEL"
"2508";"5380";"Tillier";"BEL"
"2509";"1495";"Tilly";"BEL"
"2510";"4557";"Tinlot";"BEL"
"2511";"6637";"Tintange";"BEL"
"2512";"6730";"Tintigny";"BEL"
"2513";"2830";"Tisselt";"BEL"
"2514";"6700";"Toernich";"BEL"
"2515";"6941";"Tohogne";"BEL"
"2516";"1570";"Tollembeek";"BEL"
"2517";"3700";"Tongeren";"BEL"
"2518";"2260";"Tongerlo (Antw.)";"BEL"
"2519";"3960";"Tongerlo (Limb.)";"BEL"
